datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions
1/1/2016,17.9,6.5,11.7,17.9,5.4,11.6,-7.4,26.8,0,0,0,25.9,9.4,4.3,1019.1,2.6,15.8,144.1,12.3,6,0.75,Clear
2/1/2016,18,8.7,12.5,18,7.9,12.4,-3.5,36.4,0,0,0,21.6,7.1,8,1018.1,4.2,16,125.4,10.7,5,0.77,Clear
3/1/2016,16.6,6.8,11.9,16.6,6.8,11.9,3.9,58.5,0,0,0,57.2,17.5,112.3,1014,14.6,16,117.4,10.2,5,0.8,Clear
4/1/2016,19.7,13.3,15.5,19.7,13.3,15.5,7.4,60.2,0.236,100,8.33,24.8,11,342.4,1008.8,64.3,16,104,9,4,0.83,"Rain, Partially cloudy"
5/1/2016,14.4,10.3,13.3,14.4,10.3,13.3,10.8,84.9,21.349,100,33.33,51.8,14.5,163.7,1010.1,75.5,12.4,24.5,2.2,2,0.86,"Rain, Partially cloudy"
6/1/2016,13.8,7.9,10.4,13.8,7.9,10.3,8.2,86.6,15.492,100,54.17,55.4,13.9,116.9,1013.6,73.6,12.6,37.4,3.2,2,0.9,"Rain, Partially cloudy"
7/1/2016,14.8,8.1,11.3,14.8,8.1,11.3,6.4,73.3,9.605,100,33.33,29.5,12.3,302.5,1012.4,45.2,15,100.8,8.8,4,0.93,"Rain, Partially cloudy"
8/1/2016,16,7.8,11.8,16,7.7,11.7,3.2,56.7,0,0,0,16.6,10.9,32.7,1016.6,2.5,16,144.1,12.5,6,0.96,Clear
9/1/2016,15.5,7.8,11.6,15.5,7.8,11.6,5.7,67.9,0,0,0,14.8,10,74,1022.1,72.1,15.8,68.5,5.9,3,0,Partially cloudy
10/1/2016,16,10.6,13.1,16,10.6,13.1,8.9,76.2,0.01,100,4.17,20.5,9.3,288.9,1021.6,68,15.5,105.6,9.1,5,0.03,"Rain, Partially cloudy"
11/1/2016,17.2,9.1,12.9,17.2,9.1,12.9,6.3,66.4,0,0,0,18,10.9,257.7,1024,5.2,13.9,127.3,11,5,0.06,Clear
12/1/2016,20,7.8,12.8,20,7.8,12.9,1.1,48.5,0,0,0,25.9,14,321.3,1022.2,2.1,16,157,13.7,6,0.1,Clear
13/1/2016,18.1,7.1,12.5,18.1,7.1,12.5,6.5,68.7,0,0,0,21.6,7.2,274.1,1020.3,31,15.9,135.2,11.5,6,0.13,Partially cloudy
14/1/2016,17.5,10.4,13.7,17.5,10.4,13.7,9.3,75.6,0,0,0,25.9,8.5,247.8,1018.9,23.4,13.8,119.1,10.2,5,0.17,Partially cloudy
15/1/2016,17.7,10.7,14,17.7,10.7,14,10.1,78.2,0,0,0,18,8.6,81.2,1018.4,74.1,13.5,97.2,8.4,4,0.21,Partially cloudy
16/1/2016,18.5,12.1,14.9,18.5,12.1,14.9,10.8,76.7,0,0,0,24.5,10.3,261.6,1020.9,41.9,14.4,118.5,10.2,5,0.25,Partially cloudy
17/1/2016,19,9.8,14.2,19,9.8,14.2,10.7,80.8,0,0,0,24.5,10.5,267.2,1021,9,8.6,145.3,12.7,6,0.28,Clear
18/1/2016,16.7,12.8,14.6,16.7,12.8,14.6,12.1,85.5,0,0,0,27.4,9.3,298.3,1021.7,91.9,10.5,77.3,6.7,3,0.31,Overcast
19/1/2016,17,12.2,14.8,17,12.2,14.8,12.2,84.9,0.323,100,25,43.2,12.8,283.4,1022.2,63,13.6,77.5,6.9,3,0.35,"Rain, Partially cloudy"
20/1/2016,19.5,13.1,15.9,19.5,13.1,15.9,13,83.5,0.409,100,12.5,21.2,9.4,261.7,1022.1,57.8,10.9,126.9,11,5,0.38,"Rain, Partially cloudy"
21/1/2016,24.7,10.2,16.2,24.7,10.2,16.2,7.8,64.8,0,0,0,19.8,10.4,333.2,1021.1,25.2,11.8,154.9,13.4,6,0.42,Partially cloudy
22/1/2016,20.4,10.3,14.8,20.4,10.3,14.8,8.3,68.1,0,0,0,14.8,8.3,282.1,1019.2,7.8,13.9,131.1,11.4,6,0.46,Clear
23/1/2016,17.3,12.1,14.5,17.3,12.1,14.5,9.8,74.8,0,0,0,35.3,12.7,279.8,1016.5,37,13.9,93.8,8.1,4,0.5,Partially cloudy
24/1/2016,18,8.7,13.9,18,8.7,13.9,5.8,59.5,0,0,0,21.2,18.9,349.1,1017.8,3.3,16,159.7,13.7,6,0.52,Clear
25/1/2016,21.4,10.4,15.1,21.4,10.4,15.1,3.9,49.1,0,0,0,25.9,10.3,284.5,1018.6,2.9,16,166.8,14.4,6,0.56,Clear
26/1/2016,21.9,8.9,15,21.9,8.9,15,1.2,41.8,0,0,0,19.1,17.2,268.3,1022.5,1.1,16,172.3,14.9,7,0.59,Clear
27/1/2016,22.3,11.7,15.9,22.3,11.7,15.9,-3.6,27.7,0,0,0,17.3,7.4,7.6,1023.4,4.9,16,108.7,9.3,4,0.62,Clear
28/1/2016,22.6,10.4,15.6,22.6,10.4,15.6,1,40.4,0,0,0,25.9,12.3,306.1,1020.5,2.5,16,173.6,15,7,0.65,Clear
29/1/2016,21.2,10.7,15.6,21.2,10.7,15.6,9.1,66.3,0,0,0,29.5,10.2,163.2,1017.2,7.6,15.4,159.7,13.8,6,0.69,Clear
30/1/2016,18.6,12.9,15.4,18.6,12.9,15.4,11.9,80.1,0,0,0,32,7.1,145.8,1015.7,77.6,14.3,146.9,12.7,6,0.72,Partially cloudy
31/1/2016,14.7,10.1,12.8,14.7,10.1,12.8,8.3,75.4,9.223,100,33.33,62,24.8,254.7,1008.9,71,13.7,42.5,3.7,3,0.75,"Rain, Partially cloudy"
1/2/2016,14,7.1,10.6,14,7.1,10.3,-4.1,36.7,0,0,0,53.6,22.7,323.6,1015.9,11.3,16,178,15.5,7,0.78,Clear
2/2/2016,15.6,5.2,10.9,15.6,5.2,10.8,-2,41.9,0,0,0,27,11.6,282.4,1022.2,2.6,16,177.7,15.3,7,0.81,Clear
3/2/2016,18,7.1,12.2,18,6.7,12.1,1.4,50.4,0,0,0,17.3,10.2,312.1,1026.1,1.7,15.8,180.2,15.6,7,0.85,Clear
4/2/2016,20.2,8.4,13.7,20.2,8.4,13.7,-1.4,36.9,0,0,0,21.2,10.4,317.7,1025.5,2.2,16,182.4,15.8,7,0.88,Clear
5/2/2016,24.3,8.2,16.1,24.3,8.2,16.1,-2.4,31.5,0,0,0,22.3,8.3,303.2,1025.1,1.4,16,186.3,16.2,7,0.91,Clear
6/2/2016,25,10.2,17.2,25,10.2,17.2,-3.1,26.7,0,0,0,22,8,294,1023,0.1,15.7,189.8,16.3,7,0.94,Clear
7/2/2016,28.2,11,19,26.8,11,18.8,-3.1,24.7,0,0,0,25.9,10.5,315.1,1019.6,0,16,191,16.4,7,0.97,Clear
8/2/2016,31,12.2,21.1,28.9,12.2,20.5,-0.7,27.6,0,0,0,26.3,9.6,23.3,1019.3,0,15.9,192.2,16.6,7,0,Clear
9/2/2016,31.1,14,21.8,29,14,21.3,-0.6,25.1,0,0,0,21.6,5.4,328.3,1019.2,1,15.8,197.4,17,7,0.04,Clear
10/2/2016,30.7,16.2,21.2,28.7,16.2,20.8,0.8,27.8,0,0,0,25.6,10.5,335.7,1019.1,1.9,15.9,198.2,17.1,7,0.08,Clear
11/2/2016,30,15.9,20.9,28.1,15.9,20.6,1.4,29.4,0,0,0,24.5,8.2,355.8,1018.4,1.2,15.6,201.4,17.3,7,0.11,Clear
12/2/2016,28.5,13.2,19.2,27,13.2,19,5.3,44.2,0,0,0,27,14.6,266.7,1018.1,3.5,15.8,201.6,17.3,7,0.15,Clear
13/2/2016,22.6,10.9,15.5,22.6,10.9,15.5,10.1,72.8,0,0,0,46.4,8.5,254.3,1017.9,11.7,9.8,200.7,17.3,7,0.18,Clear
14/2/2016,25.1,9,16.8,25.1,9,16.8,9,64.4,0,0,0,86.8,8.3,270.2,1016.2,5.4,9.4,201.7,17.5,7,0.25,Clear
15/2/2016,31,13.3,21.5,29,13.3,21,6.2,42.1,0,0,0,22,9.6,280.3,1013.8,1.7,15.9,202.7,17.5,7,0.26,Clear
16/2/2016,31.3,15.1,22.1,29.2,15.1,21.5,3.8,34.5,0,0,0,31,20.1,279.2,1011.6,0.2,16,207.9,18.1,7,0.29,Clear
17/2/2016,23.3,13.3,17,23.3,13.3,17,8.6,61,14.719,100,33.33,37.8,21.2,109.2,1010.9,44.1,13.9,133.3,11.5,6,0.33,"Rain, Partially cloudy"
18/2/2016,19,13.8,15.8,19,13.8,15.8,10.5,72.5,4.531,100,25,31.7,16.7,304.4,1014.7,53.9,14.8,181.3,15.7,7,0.36,"Rain, Partially cloudy"
19/2/2016,19.5,10.7,15,19.5,10.7,15,9.4,70.9,0,0,0,26.3,9.9,266.5,1018.2,2.8,15.9,209.2,18.2,7,0.4,Clear
20/2/2016,21.2,10.1,15.3,21.2,10.1,15.3,8.8,67.5,0,0,0,27.4,12,268.5,1018.3,1.4,15.9,214.4,18.3,8,0.43,Clear
21/2/2016,21.4,10.1,15.5,21.4,10.1,15.5,9.6,70,0,0,0,30.6,9.9,241.1,1017.9,1.1,16,217.5,18.9,8,0.47,Clear
22/2/2016,25,10.8,18.1,25,10.8,18.1,7.1,54.7,0,0,0,38.9,13.8,341.3,1014.4,5.2,14.4,219.8,18.9,8,0.5,Clear
23/2/2016,27.6,12.9,20.4,26.3,12.9,20.2,-0.3,26.6,0,0,0,25.2,9.9,318.8,1014.6,4.1,15.9,211.2,18.2,8,0.53,Clear
24/2/2016,27.2,14.4,20.3,26.1,14.4,20.1,-2.4,23.1,0,0,0,24.1,8.3,346.5,1017.8,1.9,16,228.2,19.8,8,0.57,Clear
25/2/2016,27.3,14,19.6,26.6,14,19.5,1.6,33.2,0,0,0,32.8,12.7,321.3,1017.2,0.4,16,229.6,19.9,8,0.6,Clear
26/2/2016,25.1,12.3,17.8,25.1,12.3,17.8,7.8,55.2,0,0,0,30.2,13,269.3,1017.9,3.1,15.1,220.8,19.2,8,0.63,Clear
27/2/2016,21.8,12.2,16.6,21.8,12.2,16.6,11.9,75.5,0,0,0,33.8,9.4,214.7,1016.2,9.1,12.5,216.9,18.7,8,0.67,Clear
28/2/2016,22.8,13.3,16.8,22.8,13.3,16.8,13,80.2,0,0,0,33.1,7,236.3,1015.7,24.4,9.2,215.8,18.6,8,0.7,Partially cloudy
29/2/2016,22.3,14.1,16.7,22.3,14.1,16.7,13.1,80.8,0,0,0,29.9,7.7,240.6,1016.2,33.2,6.7,228.8,19.8,8,0.73,Partially cloudy
1/3/2016,23,13.2,16.6,23,13.2,16.6,12.6,78.7,0,0,0,30.2,8.3,243.8,1017.9,25.2,5.6,228.2,19.8,8,0.75,Partially cloudy
2/3/2016,22.1,11.6,15.4,22.1,11.6,15.4,12.1,81.7,0,0,0,25.6,12.1,254.6,1018,34.1,7.7,224.3,19.3,8,0.8,Partially cloudy
3/3/2016,21.5,12.5,16.1,21.5,12.5,16.1,12.1,77.9,0,0,0,35.3,10.3,237.5,1017.6,17.3,11.4,202.5,17.5,7,0.83,Clear
4/3/2016,20.3,13.7,15.9,20.3,13.7,15.9,11.6,76.4,0,0,0,37.1,15.1,234,1016.2,55.3,12.1,197.1,17.1,7,0.86,Partially cloudy
5/3/2016,18.7,14.8,16.6,18.7,14.8,16.6,12.4,77.1,0.286,100,12.5,32,9,145.5,1016.6,99.9,14.4,142.5,12.4,6,0.89,"Rain, Overcast"
6/3/2016,18.6,13.1,15.6,18.6,13.1,15.6,10.4,73.2,11.576,100,33.33,59.7,25.4,263.8,1015.1,39.8,14.2,207.8,17.8,8,0.93,"Rain, Partially cloudy"
7/3/2016,15.8,9.5,12.5,15.8,7.3,12.4,6.3,66.8,7.004,100,20.83,58.7,37.8,274.6,1010.5,41.4,15.4,178.3,15.7,7,0.96,"Rain, Partially cloudy"
8/3/2016,20.8,9.8,15.7,20.8,9.8,15.7,4.3,47.9,0,0,0,50,29.2,282.4,1013.2,2.3,16,249.6,21.5,8,0,Clear
9/3/2016,21.9,11.7,16.6,21.9,11.7,16.6,9.4,63.5,0,0,0,27.7,15.8,229.1,1016,8.5,15.8,237,20.5,8,0.03,Clear
10/3/2016,23.6,12.9,17.6,23.6,12.9,17.6,11.3,68.4,0,0,0,25.6,16.3,249.2,1016.4,3.8,16,238.6,20.6,8,0.06,Clear
11/3/2016,20,12,14.8,20,12,14.8,10.3,75.4,8.774,100,12.5,53.2,17.1,251.5,1015.2,45.6,14.3,147.1,12.9,8,0.1,"Rain, Partially cloudy"
12/3/2016,17.9,8.9,13.6,17.9,8.8,13.5,6.5,63.9,0,0,0,50,14,262,1020.3,1.9,16,233.2,20,8,0.13,Clear
13/3/2016,18,11.3,14.7,18,11.3,14.7,9.3,70.8,0,0,0,34.6,15.9,258.8,1020.8,55.2,16,212,17.6,7,0.16,Partially cloudy
14/3/2016,20.1,14.7,17,20.1,14.7,17,12,73.8,0.117,100,4.17,40.7,12.3,264.6,1018.9,60.3,15.6,157.6,13.7,6,0.2,"Rain, Partially cloudy"
15/3/2016,23.8,12.3,17.5,23.8,12.3,17.5,10.7,66.8,0,0,0,24.1,10.8,265.8,1015.6,2.3,16,255.4,22.1,9,0.25,Clear
16/3/2016,28.4,13.9,21,27.1,13.9,20.7,7.1,44.4,0,0,0,40.7,9.4,296.1,1012.8,0.8,15.8,264.4,22.8,9,0.27,Clear
17/3/2016,26,15,19.5,26,15,19.5,10.8,59.6,0,0,0,29.9,14.6,244.4,1011.8,4.8,15.9,264.5,22.8,9,0.3,Clear
18/3/2016,21.1,14.5,17.1,21.1,14.5,17.1,12.4,74.7,0,0,0,59.4,20.1,248.9,1013.5,42.6,12.5,262.3,22.7,9,0.34,Partially cloudy
19/3/2016,20.8,14.3,16.6,20.8,14.3,16.6,12.4,77.1,0,0,0,28.1,10.9,227.4,1015.7,52.7,9.1,256.1,22.2,9,0.37,Partially cloudy
20/3/2016,21.1,14.1,16,21.1,14.1,16,12.6,80.9,0.018,100,4.17,32.4,10.3,250.8,1017.7,66.5,7.7,255,22.1,9,0.41,"Rain, Partially cloudy"
21/3/2016,20.6,14.2,16.2,20.6,14.2,16.2,11.7,75.5,0,0,0,35.6,13.4,243.8,1018.5,54.4,11.5,234.7,20.3,8,0.44,Partially cloudy
22/3/2016,20.9,11.9,16.8,20.9,11.9,16.8,3.7,47.4,0,0,0,55.4,21.4,316.7,1016.6,6.7,16,272.7,23.5,9,0.48,Clear
23/3/2016,23.7,11.5,17.7,23.7,11.5,17.7,0.7,34.5,0,0,0,35.3,16,266.9,1019.2,2.3,16,287.9,24.8,9,0.5,Clear
24/3/2016,25.8,12.5,19,25.8,12.5,19,1.9,35,0,0,0,43.2,12.8,264.7,1017,0.5,16,284.5,24.5,9,0.54,Clear
25/3/2016,23.5,12.4,18.2,23.5,12.4,18.2,8.1,54.1,0,0,0,33.1,13.5,235.8,1011.1,1.6,15.9,256.2,22.1,8,0.58,Clear
26/3/2016,23,14.7,17.8,23,14.7,17.8,12.2,71.1,0,0,0,39.6,13.3,220.2,1010.9,17.4,15.6,281.3,24.4,9,0.61,Clear
27/3/2016,21.6,15,17.2,21.6,15,17.2,12.6,74.6,0,0,0,33.8,17.2,239.7,1015.5,56.3,14.5,262.9,22.7,9,0.64,Partially cloudy
28/3/2016,17.5,12.4,15.3,17.5,12.4,15.3,9.3,69,0.321,100,16.67,59.4,34.6,253.9,1011.8,67.4,15,219.7,19.1,8,0.68,"Rain, Partially cloudy"
29/3/2016,17.4,9,13.5,17.4,9,13.5,4.2,54.7,0.166,100,8.33,53,28,266,1011.6,18.1,15.9,270.2,23.4,9,0.71,Rain
30/3/2016,18,10.9,13.9,18,10.9,13.9,5.8,59,0,0,0,37.1,17.1,232.1,1014.7,27.6,16,262.2,22.5,9,0.74,Partially cloudy
31/3/2016,20.6,10.1,15.3,20.6,10.1,15.3,6.7,58.9,0,0,0,44.9,20.7,263.7,1016.6,1.8,16,292.9,25.2,9,0.75,Clear
1/4/2016,21.3,12.1,16.3,21.3,12.1,16.3,10.2,68.5,0,0,0,35.6,12.5,226.4,1018.7,9.2,15.8,291.3,25,9,0.81,Clear
2/4/2016,23.3,12.8,17.6,23.3,12.8,17.6,11.1,67.6,0,0,0,33.5,12.7,265.6,1019.6,1.7,14.9,293.9,25.4,9,0.84,Clear
3/4/2016,24.4,13.6,17.9,24.4,13.6,17.9,10.7,64.3,0,0,0,40,21.9,248.5,1017.1,2.4,15.3,283.3,24.5,9,0.88,Clear
4/4/2016,24.5,14.1,18.6,24.5,14.1,18.6,10.2,60.3,0,0,0,36,17.1,254.2,1017.8,3.1,15.5,297,25.7,9,0.91,Clear
5/4/2016,27.5,13.5,19.8,26.7,13.5,19.7,10,57.4,0,0,0,33.1,10.4,266.1,1017.1,3.9,15,298,25.7,9,0.94,Clear
6/4/2016,29,15,19,28.1,15,18.9,12.3,67.7,0,0,0,45.4,13.9,250,1017.7,7.3,14.1,270.7,23.4,9,0.98,Clear
7/4/2016,19.6,15.5,16.9,19.6,15.5,16.9,12.4,75,1.115,100,16.67,29.2,7.9,257.9,1015,51.7,15,136.9,11.8,5,0,"Rain, Partially cloudy"
8/4/2016,16.1,15,15.5,16.1,15,15.5,13.7,89,2.707,100,50,21.6,6.1,276.2,1013.4,99.4,10.7,55.7,4.9,3,0.04,"Rain, Overcast"
9/4/2016,17.8,15.1,16.3,17.8,15.1,16.3,12.4,77.8,0.983,100,45.83,33.5,10.5,115.7,1013,94.4,15.3,128.4,11.1,6,0.08,"Rain, Overcast"
10/4/2016,20.5,14.8,17.1,20.5,14.8,17.1,11.3,69.3,0.083,100,8.33,37.1,16.6,247.6,1012,79.9,16,204.3,17.7,8,0.11,"Rain, Partially cloudy"
11/4/2016,21.4,15.4,17.7,21.4,15.4,17.7,11.9,69.6,0,0,0,61.2,13.9,259.9,1017.5,50.5,16,219,18.9,9,0.15,Partially cloudy
12/4/2016,22.4,13.4,17.4,22.4,13.4,17.4,11.8,71.3,0,0,0,31.7,14.9,240.1,1019.9,3.7,15.7,283.1,24.6,9,0.18,Clear
13/4/2016,20.9,13.9,16.9,20.9,13.9,16.9,11.8,72.8,0,0,0,31.3,16.2,255.5,1018.6,37.8,15.6,288.7,24.9,9,0.25,Partially cloudy
14/4/2016,21.1,13.7,17.2,21.1,13.7,17.2,10.5,67.3,0,0,0,55.4,25.4,232.8,1013.8,17.5,15,294.2,25.4,9,0.25,Clear
15/4/2016,26.4,15.2,20.4,26.4,15.2,20.4,-0.8,26,0,0,0,57.1,23.7,327.5,1010.5,2.1,15.9,322.2,28.1,10,0.28,Clear
16/4/2016,26.9,15,21.6,26.6,15,21.6,-0.8,24.2,0,0,0,42.8,11.6,259.3,1014.4,0,15.9,329.7,28.2,10,0.32,Clear
17/4/2016,30.1,15.3,22.2,28.2,15.3,21.8,3,31.8,0,0,0,47.5,17.5,259.4,1014.9,0,16,326.8,28.2,10,0.35,Clear
18/4/2016,30.5,15.9,22.6,28.5,15.9,22.3,3,30.4,0,0,0,37.8,13.4,260.2,1016,1.5,16,326.1,28.1,10,0.38,Clear
19/4/2016,30.2,17.1,23,28.3,17.1,22.5,4.9,34.7,0,0,0,35.3,19.6,258.7,1013.7,3.2,15.9,317.1,27.3,10,0.42,Clear
20/4/2016,29,15.6,22.1,27.4,15.6,21.8,4.1,36.8,0,0,0,36,16.9,260.2,1012.3,2.1,16,329.3,28.5,10,0.45,Clear
21/4/2016,24.4,15.2,19.8,24.4,15.2,19.8,7.8,47.7,0,0,0,37.8,20.5,246.8,1011.6,3.6,15.9,322.6,27.7,10,0.5,Clear
22/4/2016,21.6,15.6,18.3,21.6,15.6,18.3,12.1,68.2,0,0,0,55.4,22.1,252.3,1013.9,21.4,15.5,315.6,27.3,10,0.52,Partially cloudy
23/4/2016,23.1,13.9,18.8,23.1,13.9,18.8,7.8,52.4,0,0,0,51.8,17.5,279.1,1015,2.2,16,326.3,28.1,10,0.55,Clear
24/4/2016,22.8,15.2,18,22.8,15.2,18,11,64.5,0,0,0,35.6,12.6,204.4,1012.2,7.8,16,281.4,24.1,8,0.59,Clear
25/4/2016,19,13.3,16.1,19,13.3,16.1,5.9,53.5,0,0,0,67.2,26.8,281.8,1011.2,27.8,15.6,312.8,26.7,10,0.62,Partially cloudy
26/4/2016,20.2,11.8,15.9,20.2,11.8,15.9,6.5,54.4,0,0,0,35.3,15,239.2,1014.5,3.7,15.9,305.2,26.4,9,0.66,Clear
27/4/2016,20.3,12.9,16.5,20.3,12.9,16.5,9,62.5,0,0,0,50.3,17.3,240.8,1010.4,5.8,15.8,326.4,28.1,10,0.69,Clear
28/4/2016,20.2,12.9,16,20.2,12.9,16,8.2,61,0,0,0,43.9,21.7,234.1,1010,15.9,15.9,304.1,26.1,9,0.73,Clear
29/4/2016,19.6,14,16.1,19.6,14,16.1,10,67.9,0.023,100,4.17,39.2,12.6,221,1014.7,46.5,15.9,300.4,25.9,9,0.75,"Rain, Partially cloudy"
30/4/2016,19.1,13.3,16.2,19.1,13.3,16.2,9.6,66,0,0,0,43.9,13,242.7,1009.8,43.5,15.9,239.2,20.8,8,0.79,Partially cloudy
1/5/2016,21.8,14.2,17.1,21.8,14.2,17.1,11,68.5,0,0,0,33.5,14.3,229,1012.5,30.2,16,313.6,27.2,9,0.83,Partially cloudy
2/5/2016,21.4,13.5,17.2,21.4,13.5,17.2,11.8,71.5,0,0,0,35.6,19.3,252.4,1015.4,16.5,14.6,312.7,27,10,0.86,Clear
3/5/2016,23.6,14.4,18.1,23.6,14.4,18.1,12.3,70.8,0,0,0,40.3,14.6,251.7,1013.9,15.4,15.4,327.3,28.3,10,0.9,Clear
4/5/2016,20,13.9,16.1,20,13.9,16.1,12,77.1,0,0,0,36.4,14.9,245.7,1013.5,64.4,13,281.6,24.4,9,0.93,Partially cloudy
5/5/2016,19.9,15.1,17,19.9,15.1,17,10.2,65.2,0.06,100,8.33,29.5,10.2,249,1012.3,99,15.9,148.7,12.9,6,0.97,"Rain, Overcast"
6/5/2016,18.3,13.9,16.1,18.3,13.9,16.1,11.3,73.8,1.375,100,12.5,38.5,20.1,220.5,1011.5,89.5,15.7,223.3,19.2,7,0,"Rain, Partially cloudy"
7/5/2016,19.8,14.2,16.5,19.8,14.2,16.5,10.7,69.3,0.939,100,20.83,33.5,14.7,256.1,1014,68,15.9,224.6,19.5,7,0.03,"Rain, Partially cloudy"
8/5/2016,21.2,13.9,16.9,21.2,13.9,16.9,11.1,69.9,0.018,100,4.17,36.7,15.4,253.9,1014,58.7,16,250.9,21.8,8,0.07,"Rain, Partially cloudy"
9/5/2016,19.2,14.9,16.6,19.2,14.9,16.6,11.5,72.3,0.07,100,8.33,33.5,13.2,236.7,1014.4,49.7,15.9,217,18.9,7,0.1,"Rain, Partially cloudy"
10/5/2016,20.5,13.9,16.7,20.5,13.9,16.7,11.8,73.3,0,0,0,34.9,10.4,244,1014.8,62.3,15.3,285.4,24.8,9,0.13,Partially cloudy
11/5/2016,21.6,15.6,17.3,21.6,15.6,17.3,12.6,74.2,0,0,0,38.9,17.2,258,1015.8,73.3,14.5,321.5,27.7,10,0.17,Partially cloudy
12/5/2016,22.2,14.3,17.6,22.2,14.3,17.6,13.3,76.8,0,0,0,32.4,12.6,239.2,1015.6,42.1,13.4,341.1,29.5,10,0.2,Partially cloudy
13/5/2016,23.7,15.6,18.5,23.7,15.6,18.5,13.6,74.3,0,0,0,33.8,14.3,252.6,1015.1,60.8,11.2,334.2,28.8,10,0.25,Partially cloudy
14/5/2016,21.1,16.9,18.1,21.1,16.9,18.1,12.9,72.1,0,0,0,36.7,13.1,239.1,1014.3,92.2,14.9,312.4,27,9,0.26,Overcast
15/5/2016,21.5,16.6,18.3,21.5,16.6,18.3,12.4,68.9,0,0,0,34.2,17.3,223.9,1012.5,86.6,16,214.3,18.5,6,0.3,Partially cloudy
16/5/2016,21.3,16.3,18.1,21.3,16.3,18.1,12.6,70.6,0,0,0,33.8,9.3,242.8,1012.3,86.4,15.9,273.9,23.5,8,0.33,Partially cloudy
17/5/2016,21.4,16.4,18.4,21.4,16.4,18.4,12.9,70.9,0,0,0,33.5,14.3,257.4,1012.9,64.2,16,288.2,24.7,8,0.36,Partially cloudy
18/5/2016,20.1,16.1,17.7,20.1,16.1,17.7,13.3,76,0,0,0,34.6,14.1,246.1,1014.3,81.2,15.5,314.6,27.2,10,0.4,Partially cloudy
19/5/2016,21.3,16.6,18,21.3,16.6,18,13.4,74.8,0,0,0,30.6,10.6,213.6,1012.3,90.9,15,300.2,25.9,9,0.43,Overcast
20/5/2016,20.1,14.9,16.9,20.1,14.9,16.9,10.3,66.2,0,0,0,38.9,18.3,205.3,1011.1,58.4,15.9,275.7,23.6,9,0.46,Partially cloudy
21/5/2016,20.4,13.4,16.5,20.4,13.4,16.5,8.9,61.9,0,0,0,37.1,14.2,245.8,1015,42.6,16,267.3,23.1,7,0.5,Partially cloudy
22/5/2016,21.3,13.4,17.2,21.3,13.4,17.2,9,59.8,0.047,100,4.17,44.6,21.9,245,1015.9,5.6,16,338.7,29.3,10,0.53,Rain
23/5/2016,22.2,14.2,17.6,22.2,14.2,17.6,10.2,63.3,0,0,0,38.5,13.6,193.1,1012.9,28.6,15.9,280.8,24.2,9,0.57,Partially cloudy
24/5/2016,20.5,14.4,17.1,20.5,14.4,17.1,10.8,67.2,0,0,0,38.9,14,238.3,1015,53.4,15.9,193.9,16.6,7,0.6,Partially cloudy
25/5/2016,19.8,13.9,16.8,19.8,13.9,16.8,10.4,67,0,0,0,41.8,13.9,254,1017.9,54.9,15.9,243.1,20.8,9,0.64,Partially cloudy
26/5/2016,21.3,14.2,17.5,21.3,14.2,17.5,11.2,67.5,0,0,0,43.9,15.9,245.5,1016.5,23.3,15.9,320.8,27.7,9,0.67,Partially cloudy
27/5/2016,22.4,14.9,17.8,22.4,14.9,17.8,12.5,72,0,0,0,36.4,16.8,250.6,1012.7,38.5,15.8,343.2,29.6,10,0.71,Partially cloudy
28/5/2016,21.7,15.6,17.7,21.7,15.6,17.7,12.6,72.1,0,0,0,32.8,14.9,254.9,1011.7,81.9,14.3,320.2,27.8,10,0.74,Partially cloudy
29/5/2016,20.9,15.9,17.6,20.9,15.9,17.6,11.9,69.7,0,0,0,35.6,17.3,244.8,1015.1,65.8,15.9,303.9,26.3,9,0.75,Partially cloudy
30/5/2016,21.7,14.4,17.5,21.7,14.4,17.5,12.6,73.7,0,0,0,35.3,12.8,253,1014.6,55.1,15.8,320.1,27.7,10,0.81,Partially cloudy
31/5/2016,22.8,15.5,18,22.8,15.5,18,13.6,76.1,0,0,0,32,11.5,247.2,1011.4,81.1,12.2,322.7,27.9,10,0.85,Partially cloudy
1/6/2016,22.8,16.9,18.9,22.8,16.9,18.9,14.2,74.7,0,0,0,31,13,230.5,1012.4,73.9,12.9,336.4,29.1,10,0.88,Partially cloudy
2/6/2016,24.5,16.3,20,24.5,16.3,20,14.6,71.8,0,0,0,38.9,12,251.5,1013.5,45,11.6,352.8,30.4,10,0.92,Partially cloudy
3/6/2016,29.5,15.1,20.5,29.3,15.1,20.6,14.9,73.1,0,0,0,31.7,13,240.8,1013.9,38.2,8.4,355.2,30.6,10,0.95,Partially cloudy
4/6/2016,24,15.2,19.1,24,15.2,19.1,14.7,76.9,0,0,0,34.6,13.1,247.6,1013.2,43.7,10,358.8,31,10,0,Partially cloudy
5/6/2016,20,14.2,16.7,20,14.2,16.7,13.2,80.5,0,0,0,33.5,12.7,235.2,1011.9,67.4,12.6,353.4,30.3,10,0.02,Partially cloudy
