datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions
1/10/2018,31.1,19.4,24.6,30.4,19.4,24.3,14.2,55.9,0,0,0,31.3,13.2,258.3,1009.2,20.4,16,232.9,20.1,8,0.74,Partially cloudy
2/10/2018,26.2,20,22.3,26.2,20,22.3,15.2,64.9,0,0,0,34.9,12.8,243.5,1010.3,75.1,16,152.9,13,6,0.75,Partially cloudy
3/10/2018,25.5,20.4,22.1,25.5,20.4,22.1,15.8,68.4,0,0,0,33.5,13.6,185.8,1012.9,87.1,16,104.7,9,7,0.81,Partially cloudy
4/10/2018,25.4,18.4,21,25.4,18.4,21,16.4,76.1,0.018,100,4.17,31,24.3,257.1,1014.2,35.5,15.9,227.2,19.6,9,0.84,"Rain, Partially cloudy"
5/10/2018,24.3,18.3,20.6,24.3,18.3,20.6,15.8,75,0,0,0,41.4,18.8,244,1013.5,32.1,16,210.5,18,8,0.88,Partially cloudy
6/10/2018,23.8,17.9,20.5,23.8,17.9,20.5,15.9,75.1,0,0,0,33.1,13.8,247.4,1008.9,56.4,15.8,133.1,11.7,6,0.92,Partially cloudy
7/10/2018,23.8,17,20.2,23.8,17,20.2,14.6,71.1,0,0,0,32.8,15.2,228.4,1008,23.2,15.8,217.9,18.8,8,0.95,Partially cloudy
8/10/2018,23.7,17.6,20.1,23.7,17.6,20.1,14.4,70.4,0,0,0,33.8,18.4,239,1009.4,28.1,15.9,210.9,18.2,8,0,Partially cloudy
9/10/2018,23.5,17.2,20,23.5,17.2,20,13.8,67.9,0,0,0,32.8,12.1,232.8,1010,48.5,16,210.5,18,8,0.02,Partially cloudy
10/10/2018,21.9,17.2,19.2,21.9,17.2,19.2,12.2,64.6,0,0,0,33.1,19.1,255.2,1010.2,57.7,15.9,212.2,18.4,8,0.05,Partially cloudy
11/10/2018,22.8,16.1,19.3,22.8,16.1,19.3,10.4,57.4,0,0,0,31.7,15.9,269,1009.8,34.9,16,205.6,17.7,8,0.08,Partially cloudy
12/10/2018,25.9,16.1,20,25.9,16.1,20,12.2,62.4,5.203,100,16.67,37.1,13.8,261.6,1008.5,25.7,14.8,210.8,18.2,8,0.12,"Rain, Partially cloudy"
13/10/2018,21,16.3,18.6,21,16.3,18.6,14.9,79.8,4.816,100,41.67,25.2,12.3,259.1,1011.2,88.7,15.1,83.8,7.1,6,0.15,"Rain, Partially cloudy"
14/10/2018,21.8,17.2,19.3,21.8,17.2,19.3,15.1,77.5,0,0,0,27.4,8.2,265.5,1013.2,64.6,15.9,96.6,8.5,4,0.18,Partially cloudy
15/10/2018,27.9,15.6,21.5,26.6,15.6,21.2,-1.1,37.4,0,0,0,76,13.8,29.1,1016.3,3.3,15.3,222.7,19.3,8,0.21,Clear
16/10/2018,27.7,13,20.3,26.4,13,20,1.7,33.6,0,0,0,37.1,10.6,271,1015.9,0.2,16,218.5,19.1,8,0.25,Clear
17/10/2018,27.5,14.2,20.2,26.4,14.2,20.1,5.8,42.1,0,0,0,34.9,14.1,250.7,1016.6,0.1,16,217,18.7,8,0.28,Clear
18/10/2018,28.9,14.5,21.4,27.4,14.5,21.1,5.9,39.6,0,0,0,33.8,11.2,264.7,1016.3,0,16,222.2,19.2,8,0.31,Clear
19/10/2018,31.1,15.7,23,29,15.7,22.4,5,35.1,0,0,0,40.7,17.3,269.1,1014.8,0,15.9,174.8,15.1,8,0.34,Clear
20/10/2018,31.4,16.5,23.2,29.3,16.5,22.7,5.9,35.7,0,0,0,36,13.1,257.6,1012.6,0.8,16,218.8,18.7,7,0.37,Clear
21/10/2018,25.9,16.5,20.6,25.9,16.5,20.6,13,63.2,0,0,0,29.9,12.7,259.8,1011.9,5.3,15.5,201.9,17.6,7,0.41,Clear
22/10/2018,23.9,17.4,19.6,23.9,17.4,19.6,14.9,75.2,0,0,0,31.3,12.6,256.6,1011.7,46.4,11.4,173.6,15,7,0.44,Partially cloudy
23/10/2018,22,16.8,19.1,22,16.8,19.1,15.3,79.1,0,0,0,34.2,19.3,263.1,1011.7,39.7,10.8,184,15.9,7,0.47,Partially cloudy
24/10/2018,25.5,16.5,20.1,25.5,16.5,20.1,15.6,76.7,0,0,0,29.2,17.5,241,1013.3,18.9,12.4,190,16.4,7,0.5,Clear
25/10/2018,25.1,17.1,20,25.1,17.1,20,16,78.8,0,0,0,27,10.6,231.1,1015.3,41.2,8.6,180,15.7,7,0.54,Partially cloudy
26/10/2018,27.4,16.1,20.2,27.6,16.1,20.2,14.6,72.7,0,0,0,28.8,9.8,265.5,1015.4,6.3,10.9,192.3,16.6,7,0.57,Clear
27/10/2018,27.5,15.3,19.3,27.7,15.3,19.3,14.5,76.3,0,0,0,27.4,11.8,254.1,1014.9,14.3,8.7,190.7,16.5,7,0.61,Clear
28/10/2018,25.9,14.5,18.6,25.9,14.5,18.6,14.9,81.1,0,0,0,27,11.7,261.4,1015.3,33.9,5.7,176.5,15.2,7,0.65,Partially cloudy
29/10/2018,22.6,14.4,18,22.6,14.4,18,14.7,82.1,0,0,0,25.9,9.3,258.8,1014.4,25.2,5.1,171.3,14.8,7,0.68,Partially cloudy
30/10/2018,23,16.4,18.7,23,16.4,18.7,14,74.8,0,0,0,31,10.1,209.4,1012.5,32.2,12.1,172.1,15.1,7,0.72,Partially cloudy
31/10/2018,25.8,13.4,19.1,25.8,13.4,19.1,11.2,64.8,0,0,0,23.8,16.7,257.9,1015.8,5.8,11.8,183.6,15.7,7,0.75,Clear
1/11/2018,27.5,13.9,19.9,26.6,13.9,19.9,6.8,46.1,0,0,0,24.8,10.6,279.8,1016.7,3.8,15.9,161.5,13.9,7,0.79,Clear
2/11/2018,30.3,14.7,21.5,28.5,14.7,21.2,8.2,45.6,0,0,0,33.1,11.1,253,1016.5,2.4,15.8,181.3,15.6,7,0.83,Clear
3/11/2018,29,14.8,21.2,28.1,14.8,21.1,10.1,52.6,0,0,0,29.2,7.9,263.4,1013.8,1.8,16,176.5,15.3,7,0.86,Clear
4/11/2018,26.7,15.6,20,26.7,15.6,20,11.9,62.4,0,0,0,24.8,8.1,251.7,1013.2,10.6,13.6,135.2,12.3,5,0.9,Clear
5/11/2018,24.1,16.1,19,24.1,16.1,19,14.2,75.2,0,0,0,28.1,12.7,157.1,1011.3,44.4,11.3,160.1,13.8,6,0.93,Partially cloudy
6/11/2018,23.1,17.3,19.5,23.1,17.3,19.5,13.6,69.8,0,0,0,28.8,14.1,151.2,1013.1,41.4,15.8,173.8,15.2,6,0.97,Partially cloudy
7/11/2018,20.8,16.1,18.3,20.8,16.1,18.3,13.9,75.9,0,0,0,29.9,13.3,261.9,1014.4,61.6,15,115.3,9.8,6,0,Partially cloudy
8/11/2018,23.2,15.3,18.4,23.2,15.3,18.4,12.4,69.5,0,0,0,55.4,8.2,339.3,1014.3,42.6,10.9,127.9,11.1,6,0.04,Partially cloudy
9/11/2018,27.2,11,18.7,26,11,18.5,-2.3,32.1,0,0,0,37.1,9.7,70.5,1015.8,2.7,15.6,166.9,14.3,7,0.07,Clear
10/11/2018,24.7,12.1,17.2,24.7,12.1,17.2,-3.4,30.2,0,0,0,28.8,13.2,304.3,1014.1,25.1,13.9,150.6,13,6,0.1,Partially cloudy
11/11/2018,24.9,10,16.4,24.9,10,16.4,3.1,46.4,0,0,0,22.3,7.9,301.1,1017,2.5,11.2,147.4,12.7,6,0.13,Clear
12/11/2018,24.8,9.2,16.6,24.8,9.2,16.6,-2.8,30.7,0,0,0,20.9,12.9,247.6,1023.2,1.6,15.8,178.3,15.3,6,0.17,Clear
13/11/2018,23.8,9.2,16.3,23.8,9.2,16.3,-4.6,27.8,0,0,0,21.6,12,315.3,1025.8,3.1,15.9,142.4,12.2,6,0.2,Clear
14/11/2018,25.7,12.8,18.6,25.7,12.8,18.6,-4,23.6,0,0,0,20.2,8.9,277.6,1022.2,2.7,16,169,14.8,7,0.23,Clear
15/11/2018,26.5,11.2,18.1,26.5,11.2,18.1,0.8,35.3,0,0,0,22,12.4,271.8,1017.5,4.1,15.8,161.7,14,6,0.25,Clear
16/11/2018,23.4,11.9,17.2,23.4,11.9,17.2,7.2,54.6,0,0,0,26.3,8.7,267,1015.3,10.2,14.6,125.7,10.8,6,0.29,Clear
17/11/2018,21.1,14.5,17.1,21.1,14.5,17.1,12.4,75.7,0,0,0,27,11.4,240.1,1016.4,31,10.3,139.3,12.1,6,0.33,Partially cloudy
18/11/2018,22.5,12.9,17.1,22.5,12.9,17.1,11.2,70.7,0,0,0,20.5,9.5,271.5,1016.9,12,7.8,134.4,11.5,6,0.36,Clear
19/11/2018,21.8,11.8,16.7,21.8,11.8,16.7,7.9,60.3,0,0,0,20.5,5.8,306.6,1016.4,5.2,10.9,75.4,6.2,3,0.39,Clear
20/11/2018,22.6,10.9,16.2,22.6,10.9,16.2,9.3,65.5,0,0,0,25.9,11.6,262.7,1016.2,2.8,11.7,131.7,11.5,6,0.42,Clear
21/11/2018,21.2,12.4,16.6,21.2,12.4,16.6,11.1,71.7,0.503,100,4.17,25.9,10.1,259.2,1019.2,38.7,10.2,126.1,11.1,6,0.45,"Rain, Partially cloudy"
22/11/2018,19.3,13.4,16.2,19.3,13.4,16.2,12.8,81.3,10.784,100,20.83,37.1,13.1,276.6,1020.4,33,13.7,121.2,10.5,5,0.5,"Rain, Partially cloudy"
23/11/2018,19.8,12.1,16.2,19.8,12.1,16.2,11.4,74.1,0,0,0,25.6,7,287.7,1019.5,12.6,15.9,142.5,12.3,6,0.52,Clear
24/11/2018,20.8,12.9,16.7,20.8,12.9,16.7,12,74.3,0,0,0,22.3,8.3,188,1013.4,21.2,15.6,127.5,10.9,5,0.56,Partially cloudy
25/11/2018,23.4,13.4,17.4,23.4,13.4,17.4,12.1,72.9,0,0,0,15.8,9.6,291.3,1015.2,16.1,15.1,134.3,11.6,6,0.59,Clear
26/11/2018,25,12.7,18,25,12.7,18,4.3,42.7,0,0,0,18.7,9.6,280.5,1018.4,1.5,16,146.3,12.5,6,0.63,Clear
27/11/2018,23.6,13.7,17.9,23.6,13.7,17.9,3.6,42.4,0,0,0,25.6,9.7,302.3,1016.8,7.2,16,124.7,10.7,5,0.66,Clear
28/11/2018,20.2,12.9,16.6,20.2,12.9,16.6,10.8,69.2,0.476,100,4.17,26.6,8.6,147.4,1013.3,68.7,15,109.4,9.5,6,0.7,"Rain, Partially cloudy"
29/11/2018,17.9,12.6,15,17.9,12.6,15,12.7,86.6,22.476,100,87.5,52.9,22.7,237.3,1009,90.7,11.4,75.5,6.5,4,0.75,"Rain, Overcast"
30/11/2018,18.6,11.7,15.1,18.6,11.7,15.1,8.7,68.6,0.06,100,4.17,37.1,16,300.9,1012.6,22,15.7,141.8,12.2,6,0.77,"Rain, Partially cloudy"
1/12/2018,18.2,9.5,13.9,18.2,9.5,13.9,5.9,59.7,0,0,0,51.8,14.5,267.2,1014.2,4.3,16,136.1,11.7,6,0.81,Clear
2/12/2018,17.6,11.6,14.2,17.6,11.6,14.2,1,41.1,0,0,0,35.3,17.9,316.1,1016.1,3.4,16,146,12.6,6,0.84,Clear
3/12/2018,19.7,11,14.5,19.7,11,14.5,2.6,46.5,0,0,0,16.6,10.8,13.6,1019.5,3.3,16,142.4,12.4,6,0.88,Clear
4/12/2018,21.5,11.1,15.6,21.5,11.1,15.6,-0.9,34.4,0,0,0,25.9,10.7,52.4,1016.2,3.6,16,142.7,12.4,6,0.91,Clear
5/12/2018,15.9,11.6,13.1,15.9,11.6,13.1,5.2,60.9,4.878,100,45.83,38.9,15.3,85.5,1012.9,94.4,15.1,26.2,2.1,1,0.95,"Rain, Overcast"
6/12/2018,13.9,10.6,12.4,13.9,10.6,12.4,10.1,86,30.064,100,66.67,31.7,16.1,58.8,1011.8,74.5,11.6,13.4,1.4,1,0,"Rain, Partially cloudy"
7/12/2018,20.5,9.4,14.8,20.5,9.4,14.8,8,65.3,0,0,0,19.1,10.9,324.6,1017.7,16.8,16,144.1,12.3,5,0.02,Clear
8/12/2018,21.1,11,15.4,21.1,11,15.4,7.8,62.1,0,0,0,15.1,9,325.1,1023.5,1.4,16,138.2,12.1,6,0.05,Clear
9/12/2018,21.5,11.7,15.8,21.5,11.7,15.8,8.3,62.4,0,0,0,16.6,6.8,341.1,1023.1,4.4,16,107.9,9.5,5,0.08,Clear
10/12/2018,19.7,13.8,15.9,19.7,13.8,15.9,7.9,60.1,0,0,0,18,6.3,19.1,1017.7,5,16,57.3,5,2,0.11,Clear
11/12/2018,20.7,10.7,15,20.7,10.7,15,9.4,70.9,0,0,0,17.6,12.3,220.7,1016.4,3,14.6,133.7,11.5,5,0.15,Clear
12/12/2018,18.6,11.6,14.5,18.6,11.6,14.5,10.7,78.6,0,0,0,20.2,8.1,96.3,1019.5,36.9,10.7,113.4,9.7,5,0.18,Partially cloudy
13/12/2018,24.7,9.2,16.4,24.7,9.2,16.4,4.4,52.8,0,0,0,19.8,8.5,14.4,1022.1,1.8,13.8,137.8,12,6,0.21,Clear
14/12/2018,20.2,13.6,16.2,20.2,13.6,16.2,2,40.8,0,0,0,17.6,7.9,342.2,1020.6,7,16,48.5,4.1,2,0.24,Clear
15/12/2018,21.3,9,15,21.3,9,15,4.8,53.9,0,0,0,18.4,12.2,282.8,1018.2,1.4,16,136.4,11.9,5,0.25,Clear
16/12/2018,21,8.2,14,21,8.2,14,7.7,69.2,0,0,0,22.3,12,232.9,1019.8,5.7,15.4,129.1,11.3,5,0.31,Clear
17/12/2018,18.7,13.3,15.5,18.7,13.3,15.5,12,80.3,0,0,0,20.5,8.4,272.4,1021.2,54,15.1,121.6,10.7,5,0.34,Partially cloudy
18/12/2018,19.1,12.1,15.1,19.1,12.1,15.1,11.8,81.8,0,0,0,20.9,9.3,260.7,1021.8,22.8,14.1,119.5,10.3,5,0.37,Partially cloudy
19/12/2018,22.9,10.1,15.5,22.9,10.1,15.5,9.5,70.6,0,0,0,18,6.6,321.7,1020.5,2.5,14,134.1,11.7,5,0.41,Clear
20/12/2018,23.9,9.9,15.7,23.9,9.9,15.7,8.6,66.4,0,0,0,16.2,8.3,264.7,1018.4,4.3,14.8,128.3,11.1,5,0.44,Clear
21/12/2018,20.4,12.9,15.7,20.4,12.9,15.7,11.2,75.8,0,0,0,18.7,7.6,252.5,1015.3,4.5,14.4,92.7,8.2,4,0.47,Clear
22/12/2018,20.2,10.1,14,20.2,10.1,14,10.5,81.6,0,0,0,15.5,9,269.4,1017.2,15.6,7.9,113,9.9,5,0.5,Clear
23/12/2018,18.7,8.8,13.4,18.7,8.8,13.4,10.9,85.7,0,0,0,18,9.2,271.2,1019.6,30,5.7,106.9,9.1,5,0.54,Partially cloudy
24/12/2018,18.6,11.7,14.9,18.6,11.7,14.9,11.3,79.6,0.009,100,4.17,24.1,12.2,202.5,1016,63.7,7.2,120.3,10.5,5,0.57,"Rain, Partially cloudy"
25/12/2018,18.7,12,15.1,18.7,12,15.1,6.1,57.6,0,0,0,46.3,17.6,303.7,1009.3,18.6,15.5,127.7,11,5,0.61,Clear
26/12/2018,18.6,8.8,13.8,18.6,8.8,13.8,5.1,56.9,0,0,0,20.2,10.1,324.1,1015.1,1.7,16,124.7,10.8,5,0.64,Clear
27/12/2018,18.8,9.9,13.3,18.8,9.9,13.3,3,52,0,0,0,57.6,17.1,346.7,1013.4,17.5,15.9,125.1,10.8,5,0.68,Clear
28/12/2018,16.2,8.6,12.5,16.2,7.7,12.3,-9.3,21.8,0,0,0,50,14,335.5,1018.6,1.6,16,140.4,12,6,0.71,Clear
29/12/2018,15.9,4.7,10,15.9,4.7,10,-3.9,39.6,0,0,0,26.6,7.4,213.2,1024.2,1.2,15.5,136.3,11.8,5,0.75,Clear
30/12/2018,18,5.8,11.5,18,5.8,11.5,1.7,53.1,0,0,0,25.2,6.9,344.2,1017.4,5.8,16,132.8,11.5,5,0.78,Clear
31/12/2018,17,8.9,12.8,17,8.9,12.8,2.1,53.8,0,0,0,55.4,17.2,26.6,1011.8,43.1,16,87.2,7.6,5,0.82,Partially cloudy
